artist,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,name,preview_url,track_id
Eladio Carrion,0.413,https://api.spotify.com/v1/audio-analysis/1F205Nl2feOSYSztLNOJAL,0.852,208237,0.613,1F205Nl2feOSYSztLNOJAL,0.000201,9,0.123,-5.261,1,0.108,89.951,4,https://api.spotify.com/v1/tracks/1F205Nl2feOSYSztLNOJAL,audio_features,spotify:track:1F205Nl2feOSYSztLNOJAL,0.576,3:00 AM,https://p.scdn.co/mp3-preview/e7f70ac4a703a78e9b078e02b8c01056c2797979?cid=f0ab2ded1b8a482188532d1f3441d07c,1F205Nl2feOSYSztLNOJAL
Thundercat,0.841,https://api.spotify.com/v1/audio-analysis/0ZgoWqmCBXqyFd67ISSI22,0.502,75154,0.413,0ZgoWqmCBXqyFd67ISSI22,0.819,8,0.124,-13.138,1,0.049,167.955,4,https://api.spotify.com/v1/tracks/0ZgoWqmCBXqyFd67ISSI22,audio_features,spotify:track:0ZgoWqmCBXqyFd67ISSI22,0.0827,3AM,https://p.scdn.co/mp3-preview/f7dd35fcfac807844db6da4e09863c68f0aef8c9?cid=f0ab2ded1b8a482188532d1f3441d07c,0ZgoWqmCBXqyFd67ISSI22
Afroto,0.366,https://api.spotify.com/v1/audio-analysis/4eEqANCoWtjcegFNqnV3nq,0.738,179137,0.591,4eEqANCoWtjcegFNqnV3nq,0,6,0.679,-5.944,1,0.529,143.417,4,https://api.spotify.com/v1/tracks/4eEqANCoWtjcegFNqnV3nq,audio_features,spotify:track:4eEqANCoWtjcegFNqnV3nq,0.733,BAHZ,https://p.scdn.co/mp3-preview/0c959e84ce7bd5a65f1085483b6346517c43351e?cid=f0ab2ded1b8a482188532d1f3441d07c,4eEqANCoWtjcegFNqnV3nq
Afroto,0.15,https://api.spotify.com/v1/audio-analysis/6cpTq72SH9QSocMTnGEKg5,0.947,212000,0.732,6cpTq72SH9QSocMTnGEKg5,0,9,0.134,-5.764,1,0.355,120.083,4,https://api.spotify.com/v1/tracks/6cpTq72SH9QSocMTnGEKg5,audio_features,spotify:track:6cpTq72SH9QSocMTnGEKg5,0.673,Brazil,https://p.scdn.co/mp3-preview/77d9f35922e96e636fd452ea02f2fc11c0a7b31e?cid=f0ab2ded1b8a482188532d1f3441d07c,6cpTq72SH9QSocMTnGEKg5
DC The Don,0.103,https://api.spotify.com/v1/audio-analysis/4cxKpjRS1Hm5VJqAWEHp3y,0.731,238629,0.67,4cxKpjRS1Hm5VJqAWEHp3y,0,10,0.123,-6.421,0,0.0512,130.048,4,https://api.spotify.com/v1/tracks/4cxKpjRS1Hm5VJqAWEHp3y,audio_features,spotify:track:4cxKpjRS1Hm5VJqAWEHp3y,0.355,3AM Freestyle,https://p.scdn.co/mp3-preview/f1a126d05d43e2788293ec2004353ad87c4f7feb?cid=f0ab2ded1b8a482188532d1f3441d07c,4cxKpjRS1Hm5VJqAWEHp3y
Kamiyada+,0.0612,https://api.spotify.com/v1/audio-analysis/4nSCAQB1tpR7o22PQensnZ,0.77,204029,0.395,4nSCAQB1tpR7o22PQensnZ,0.13,8,0.0992,-9.695,1,0.0419,103.507,4,https://api.spotify.com/v1/tracks/4nSCAQB1tpR7o22PQensnZ,audio_features,spotify:track:4nSCAQB1tpR7o22PQensnZ,0.183,3:00 AM,https://p.scdn.co/mp3-preview/846652f1341de36b17f9a9d362807ea47245e8b8?cid=f0ab2ded1b8a482188532d1f3441d07c,4nSCAQB1tpR7o22PQensnZ
Afroto,0.153,https://api.spotify.com/v1/audio-analysis/53BjuhvFCmv5T0VRhKuNrb,0.798,188357,0.867,53BjuhvFCmv5T0VRhKuNrb,1.00E-05,10,0.0643,-4.653,0,0.0532,107.97,4,https://api.spotify.com/v1/tracks/53BjuhvFCmv5T0VRhKuNrb,audio_features,spotify:track:53BjuhvFCmv5T0VRhKuNrb,0.784,FAR2 KHEBRA,https://p.scdn.co/mp3-preview/192b41cc9fbf351e845009ac8741a5a000d4cfdc?cid=f0ab2ded1b8a482188532d1f3441d07c,53BjuhvFCmv5T0VRhKuNrb
NORDO,0.358,https://api.spotify.com/v1/audio-analysis/6slVvRYiexG2Blm4RU9At4,0.716,184468,0.79,6slVvRYiexG2Blm4RU9At4,0.0216,2,0.147,-6.157,0,0.1,93.981,4,https://api.spotify.com/v1/tracks/6slVvRYiexG2Blm4RU9At4,audio_features,spotify:track:6slVvRYiexG2Blm4RU9At4,0.239,3arbouch,https://p.scdn.co/mp3-preview/2d2adeec35e0403bde3a5b554a063869941b477c?cid=f0ab2ded1b8a482188532d1f3441d07c,6slVvRYiexG2Blm4RU9At4
Afroto,0.578,https://api.spotify.com/v1/audio-analysis/00TO3hVgOAgfKrRjrKEZxx,0.447,181311,0.54,00TO3hVgOAgfKrRjrKEZxx,0.000586,6,0.2,-12.572,0,0.0446,97.747,4,https://api.spotify.com/v1/tracks/00TO3hVgOAgfKrRjrKEZxx,audio_features,spotify:track:00TO3hVgOAgfKrRjrKEZxx,0.499,7ALA,https://p.scdn.co/mp3-preview/a6b878816230804b0dcf25ff91a7a95f056b3ebe?cid=f0ab2ded1b8a482188532d1f3441d07c,00TO3hVgOAgfKrRjrKEZxx
Afroto,0.253,https://api.spotify.com/v1/audio-analysis/1QcOE9wJeillm0WK0oujtD,0.814,195643,0.62,1QcOE9wJeillm0WK0oujtD,0,7,0.368,-5.092,1,0.117,140.134,4,https://api.spotify.com/v1/tracks/1QcOE9wJeillm0WK0oujtD,audio_features,spotify:track:1QcOE9wJeillm0WK0oujtD,0.597,ANA DEAL,https://p.scdn.co/mp3-preview/644147bab951f5051474bd559339a76520412f58?cid=f0ab2ded1b8a482188532d1f3441d07c,1QcOE9wJeillm0WK0oujtD
Afroto,0.568,https://api.spotify.com/v1/audio-analysis/3C6zfNQAGVjYFXaYg7xLTY,0.709,255414,0.487,3C6zfNQAGVjYFXaYg7xLTY,0,7,0.14,-8.371,0,0.0358,99.022,4,https://api.spotify.com/v1/tracks/3C6zfNQAGVjYFXaYg7xLTY,audio_features,spotify:track:3C6zfNQAGVjYFXaYg7xLTY,0.519,Sogara,https://p.scdn.co/mp3-preview/2d389cb9e32e4e62e11849b3e2aeeac63895f0d3?cid=f0ab2ded1b8a482188532d1f3441d07c,3C6zfNQAGVjYFXaYg7xLTY
Afroto,0.164,https://api.spotify.com/v1/audio-analysis/4K2VD5qMwcjIsLFYtrrQDz,0.765,200736,0.52,4K2VD5qMwcjIsLFYtrrQDz,0,0,0.157,-7.035,0,0.113,109.874,4,https://api.spotify.com/v1/tracks/4K2VD5qMwcjIsLFYtrrQDz,audio_features,spotify:track:4K2VD5qMwcjIsLFYtrrQDz,0.444,Msh Bel 7ozoz - مش بالحظوظ,https://p.scdn.co/mp3-preview/eb65444e7a0575ee60458c860c85167c4056a297?cid=f0ab2ded1b8a482188532d1f3441d07c,4K2VD5qMwcjIsLFYtrrQDz
ASX,0.858,https://api.spotify.com/v1/audio-analysis/4gRKqFNHNGXcsQUKKpgPUu,0.257,198925,0.535,4gRKqFNHNGXcsQUKKpgPUu,0.000921,2,0.298,-13.303,1,0.347,73.933,5,https://api.spotify.com/v1/tracks/4gRKqFNHNGXcsQUKKpgPUu,audio_features,spotify:track:4gRKqFNHNGXcsQUKKpgPUu,0.0858,3afrit,https://p.scdn.co/mp3-preview/550e3e2ce68c1ab87a0f5827733ca1fc347c133c?cid=f0ab2ded1b8a482188532d1f3441d07c,4gRKqFNHNGXcsQUKKpgPUu
Afroto,0.138,https://api.spotify.com/v1/audio-analysis/3PpdSuDMautepF7qF35FgV,0.658,219066,0.666,3PpdSuDMautepF7qF35FgV,0,2,0.153,-7.52,0,0.055,127.982,4,https://api.spotify.com/v1/tracks/3PpdSuDMautepF7qF35FgV,audio_features,spotify:track:3PpdSuDMautepF7qF35FgV,0.149,3akaret,https://p.scdn.co/mp3-preview/60e4b0a408abd7468f3badf46cec80077b98c695?cid=f0ab2ded1b8a482188532d1f3441d07c,3PpdSuDMautepF7qF35FgV
Zwajat Afrah,0.322,https://api.spotify.com/v1/audio-analysis/5kUo2ATqn3OdECd6U7WyMO,0.895,219847,0.585,5kUo2ATqn3OdECd6U7WyMO,0,3,0.25,-4.54,0,0.211,123.952,4,https://api.spotify.com/v1/tracks/5kUo2ATqn3OdECd6U7WyMO,audio_features,spotify:track:5kUo2ATqn3OdECd6U7WyMO,0.962,Frah Aldktor,https://p.scdn.co/mp3-preview/c6fbbe95d1fc65fdd0849335efdf1df99e5fbc86?cid=f0ab2ded1b8a482188532d1f3441d07c,5kUo2ATqn3OdECd6U7WyMO
Afroto,0.426,https://api.spotify.com/v1/audio-analysis/2Mv3lhZmdcCFjSWpMKf70i,0.82,216711,0.513,2Mv3lhZmdcCFjSWpMKf70i,0,1,0.0794,-10.434,1,0.0988,152.016,4,https://api.spotify.com/v1/tracks/2Mv3lhZmdcCFjSWpMKf70i,audio_features,spotify:track:2Mv3lhZmdcCFjSWpMKf70i,0.585,MAREED,https://p.scdn.co/mp3-preview/c6da39b2e4295f991bc48fc06ccaa16de97c32a7?cid=f0ab2ded1b8a482188532d1f3441d07c,2Mv3lhZmdcCFjSWpMKf70i
Afroto,0.203,https://api.spotify.com/v1/audio-analysis/37Qs3XrDloB2ocXfAhVnmL,0.671,247500,0.459,37Qs3XrDloB2ocXfAhVnmL,0,4,0.0963,-7.909,0,0.155,203.917,4,https://api.spotify.com/v1/tracks/37Qs3XrDloB2ocXfAhVnmL,audio_features,spotify:track:37Qs3XrDloB2ocXfAhVnmL,0.382,Ala Ba'ady,https://p.scdn.co/mp3-preview/5bcbb5e1fec42eae571207b92358b67a5f061017?cid=f0ab2ded1b8a482188532d1f3441d07c,37Qs3XrDloB2ocXfAhVnmL
Afroto,0.0481,https://api.spotify.com/v1/audio-analysis/4KkZaDtLIuCiCUH6Zwy0rx,0.829,158849,0.783,4KkZaDtLIuCiCUH6Zwy0rx,0,0,0.216,-5.614,0,0.0572,138.992,4,https://api.spotify.com/v1/tracks/4KkZaDtLIuCiCUH6Zwy0rx,audio_features,spotify:track:4KkZaDtLIuCiCUH6Zwy0rx,0.869,HARAZEEK,https://p.scdn.co/mp3-preview/99e37de1d63a70edd0ff1641d31d370512fd1d6b?cid=f0ab2ded1b8a482188532d1f3441d07c,4KkZaDtLIuCiCUH6Zwy0rx
steezmaker,0.923,https://api.spotify.com/v1/audio-analysis/6oBFDDllRjCx9VhF5qfBmY,0.602,96786,0.413,6oBFDDllRjCx9VhF5qfBmY,0.906,3,0.174,-13.083,1,0.102,60.623,4,https://api.spotify.com/v1/tracks/6oBFDDllRjCx9VhF5qfBmY,audio_features,spotify:track:6oBFDDllRjCx9VhF5qfBmY,0.635,3am feels,https://p.scdn.co/mp3-preview/2e884dfc5cf4aa522eef01bf99bf964b464dddaf?cid=f0ab2ded1b8a482188532d1f3441d07c,6oBFDDllRjCx9VhF5qfBmY
Afroto,0.0358,https://api.spotify.com/v1/audio-analysis/2zRBarompNSVRlcHkoxygz,0.795,219342,0.595,2zRBarompNSVRlcHkoxygz,0,5,0.253,-7.171,0,0.297,151.114,4,https://api.spotify.com/v1/tracks/2zRBarompNSVRlcHkoxygz,audio_features,spotify:track:2zRBarompNSVRlcHkoxygz,0.504,Mazalat,https://p.scdn.co/mp3-preview/0ab8b5d52024617972c812f34a9d072961b6033e?cid=f0ab2ded1b8a482188532d1f3441d07c,2zRBarompNSVRlcHkoxygz
Abu,0.134,https://api.spotify.com/v1/audio-analysis/3pkafidlH2l2RToz1a4TX8,0.756,208033,0.686,3pkafidlH2l2RToz1a4TX8,0.00741,6,0.423,-9.254,1,0.0442,121.993,4,https://api.spotify.com/v1/tracks/3pkafidlH2l2RToz1a4TX8,audio_features,spotify:track:3pkafidlH2l2RToz1a4TX8,0.397,3 Daqat Disco Misr Official Remix,https://p.scdn.co/mp3-preview/38de5944cb7b588b9d0f0f08d089f6ba67a6ce5a?cid=f0ab2ded1b8a482188532d1f3441d07c,3pkafidlH2l2RToz1a4TX8
Afroto,0.497,https://api.spotify.com/v1/audio-analysis/01f33G6cZGQxVRIkntUFxf,0.706,219011,0.448,01f33G6cZGQxVRIkntUFxf,2.58E-05,4,0.113,-8.754,0,0.039,114.899,4,https://api.spotify.com/v1/tracks/01f33G6cZGQxVRIkntUFxf,audio_features,spotify:track:01f33G6cZGQxVRIkntUFxf,0.378,متفقين,https://p.scdn.co/mp3-preview/400e630fa6eb9ae3972862290f0cc250d795dc1f?cid=f0ab2ded1b8a482188532d1f3441d07c,01f33G6cZGQxVRIkntUFxf
Afroto,0.182,https://api.spotify.com/v1/audio-analysis/1B2gKHmu5opQ5b5NH8qB9t,0.764,164424,0.518,1B2gKHmu5opQ5b5NH8qB9t,0,2,0.126,-8.432,1,0.0676,100.02,4,https://api.spotify.com/v1/tracks/1B2gKHmu5opQ5b5NH8qB9t,audio_features,spotify:track:1B2gKHmu5opQ5b5NH8qB9t,0.079,Ento A3da2e - انتوا اعدائى,https://p.scdn.co/mp3-preview/0ca995754b14cb23177c21151d2382afbdb6399a?cid=f0ab2ded1b8a482188532d1f3441d07c,1B2gKHmu5opQ5b5NH8qB9t
Afroto,0.386,https://api.spotify.com/v1/audio-analysis/2iFj2z7KNZjQfYZHVk02ZT,0.765,177551,0.591,2iFj2z7KNZjQfYZHVk02ZT,0,7,0.117,-9.773,1,0.438,97.963,4,https://api.spotify.com/v1/tracks/2iFj2z7KNZjQfYZHVk02ZT,audio_features,spotify:track:2iFj2z7KNZjQfYZHVk02ZT,0.367,SAN STEFANO,https://p.scdn.co/mp3-preview/9c22756e99668e10a2ee593ab7c32ee878e3c261?cid=f0ab2ded1b8a482188532d1f3441d07c,2iFj2z7KNZjQfYZHVk02ZT
Eladio Carrion,0.413,https://api.spotify.com/v1/audio-analysis/0hfwqoiZKSzR4halCmAXaK,0.852,208237,0.614,0hfwqoiZKSzR4halCmAXaK,0.000213,9,0.123,-5.261,1,0.108,89.951,4,https://api.spotify.com/v1/tracks/0hfwqoiZKSzR4halCmAXaK,audio_features,spotify:track:0hfwqoiZKSzR4halCmAXaK,0.576,3:00 AM,https://p.scdn.co/mp3-preview/f0cc3af5016c2889afbc40f36f283440df93e510?cid=f0ab2ded1b8a482188532d1f3441d07c,0hfwqoiZKSzR4halCmAXaK
Vybz Kartel,0.638,https://api.spotify.com/v1/audio-analysis/5MMKUkmwn4ptutIms1Ws5h,0.642,176006,0.718,5MMKUkmwn4ptutIms1Ws5h,0.0179,11,0.0894,-5.98,1,0.184,180.015,4,https://api.spotify.com/v1/tracks/5MMKUkmwn4ptutIms1Ws5h,audio_features,spotify:track:5MMKUkmwn4ptutIms1Ws5h,0.588,3am,https://p.scdn.co/mp3-preview/973abc707d439d6f08a980ffe123a7bef98c2f7a?cid=f0ab2ded1b8a482188532d1f3441d07c,5MMKUkmwn4ptutIms1Ws5h
Adonis Production,0.00387,https://api.spotify.com/v1/audio-analysis/21u8fWtjpeXFPvAyjVlEQY,0.703,83434,0.453,21u8fWtjpeXFPvAyjVlEQY,0.843,3,0.119,-15.429,1,0.0687,146.024,3,https://api.spotify.com/v1/tracks/21u8fWtjpeXFPvAyjVlEQY,audio_features,spotify:track:21u8fWtjpeXFPvAyjVlEQY,0.614,3AM Mode,https://p.scdn.co/mp3-preview/91b035ef96e747053a602847b726bee85d1495d5?cid=f0ab2ded1b8a482188532d1f3441d07c,21u8fWtjpeXFPvAyjVlEQY
NORDO,0.209,https://api.spotify.com/v1/audio-analysis/2bWjhCbfeguEp2hSXvYB5l,0.749,202000,0.843,2bWjhCbfeguEp2hSXvYB5l,0.000168,0,0.0739,-9.372,1,0.0735,134.004,4,https://api.spotify.com/v1/tracks/2bWjhCbfeguEp2hSXvYB5l,audio_features,spotify:track:2bWjhCbfeguEp2hSXvYB5l,0.783,3ayech Lili - عايش ليلي,https://p.scdn.co/mp3-preview/4515b57ec7bff1dbbdbfc83d8e373f03d8892f7f?cid=f0ab2ded1b8a482188532d1f3441d07c,2bWjhCbfeguEp2hSXvYB5l
7ari,0.294,https://api.spotify.com/v1/audio-analysis/6IUI26Z6MzLJZTUA3qAz4O,0.801,280359,0.523,6IUI26Z6MzLJZTUA3qAz4O,0,3,0.138,-10.448,0,0.2,119.032,4,https://api.spotify.com/v1/tracks/6IUI26Z6MzLJZTUA3qAz4O,audio_features,spotify:track:6IUI26Z6MzLJZTUA3qAz4O,0.3,3AYM,https://p.scdn.co/mp3-preview/b0df821e76173d5f5d584158a9d5e9dd9dad8bbd?cid=f0ab2ded1b8a482188532d1f3441d07c,6IUI26Z6MzLJZTUA3qAz4O
A.L.A,0.522,https://api.spotify.com/v1/audio-analysis/0uClThgSmRJ6VJsHtRWUpr,0.86,167648,0.52,0uClThgSmRJ6VJsHtRWUpr,0,6,0.137,-8.92,0,0.0837,116.042,4,https://api.spotify.com/v1/tracks/0uClThgSmRJ6VJsHtRWUpr,audio_features,spotify:track:0uClThgSmRJ6VJsHtRWUpr,0.528,30,https://p.scdn.co/mp3-preview/ca04a394c0ee4d8cec99a98f20b8fa1b52480dbc?cid=f0ab2ded1b8a482188532d1f3441d07c,0uClThgSmRJ6VJsHtRWUpr
El Tazi Tarik,0.338,https://api.spotify.com/v1/audio-analysis/1MOmnqafEL1033r1SFPZKc,0.446,177010,0.737,1MOmnqafEL1033r1SFPZKc,0,10,0.129,-6.773,0,0.301,86.284,5,https://api.spotify.com/v1/tracks/1MOmnqafEL1033r1SFPZKc,audio_features,spotify:track:1MOmnqafEL1033r1SFPZKc,0.617,3AFIT,https://p.scdn.co/mp3-preview/46eca8c020dc74046d0a1abc9f3b0dbc9b65199c?cid=f0ab2ded1b8a482188532d1f3441d07c,1MOmnqafEL1033r1SFPZKc
MikeJack3200,0.0288,https://api.spotify.com/v1/audio-analysis/3osS1xGMMhaROSmh8npavB,0.9,157523,0.362,3osS1xGMMhaROSmh8npavB,0,8,0.0988,-10.928,1,0.887,140.077,4,https://api.spotify.com/v1/tracks/3osS1xGMMhaROSmh8npavB,audio_features,spotify:track:3osS1xGMMhaROSmh8npavB,0.85,3am Flow,https://p.scdn.co/mp3-preview/454b44666ec96fb9e65ebf9483ad8f43b228e9ba?cid=f0ab2ded1b8a482188532d1f3441d07c,3osS1xGMMhaROSmh8npavB
Afroto,0.823,https://api.spotify.com/v1/audio-analysis/19SfhgRgJxg0SpiVs21tGo,0.622,180010,0.558,19SfhgRgJxg0SpiVs21tGo,0,1,0.135,-6.398,0,0.227,94.491,4,https://api.spotify.com/v1/tracks/19SfhgRgJxg0SpiVs21tGo,audio_features,spotify:track:19SfhgRgJxg0SpiVs21tGo,0.123,كاسين,https://p.scdn.co/mp3-preview/2ec33fee6f580463d909c12d1cd09cca6a05cdd5?cid=f0ab2ded1b8a482188532d1f3441d07c,19SfhgRgJxg0SpiVs21tGo
A-F-R-O,0.0592,https://api.spotify.com/v1/audio-analysis/3x3JoCYoJFd89htOx3CQ0n,0.767,180036,0.935,3x3JoCYoJFd89htOx3CQ0n,6.73E-06,10,0.139,-4.213,0,0.22,91.997,4,https://api.spotify.com/v1/tracks/3x3JoCYoJFd89htOx3CQ0n,audio_features,spotify:track:3x3JoCYoJFd89htOx3CQ0n,0.754,Fro Armstrong,https://p.scdn.co/mp3-preview/ac9c912c2dbee6424d101a500a4d637e76bc9e50?cid=f0ab2ded1b8a482188532d1f3441d07c,3x3JoCYoJFd89htOx3CQ0n
Afroto,0.187,https://api.spotify.com/v1/audio-analysis/3VrBggI4xQGP4PLItZwam5,0.737,191704,0.651,3VrBggI4xQGP4PLItZwam5,0,9,0.127,-5.909,0,0.226,162.048,4,https://api.spotify.com/v1/tracks/3VrBggI4xQGP4PLItZwam5,audio_features,spotify:track:3VrBggI4xQGP4PLItZwam5,0.34,Ebn Elsyouf,https://p.scdn.co/mp3-preview/00a31eb04096d6354f45f78098f84f9378dd3028?cid=f0ab2ded1b8a482188532d1f3441d07c,3VrBggI4xQGP4PLItZwam5
3MA,0.938,https://api.spotify.com/v1/audio-analysis/1LDgec3kWVpg0TOQGIP7DV,0.614,339987,0.447,1LDgec3kWVpg0TOQGIP7DV,0.901,5,0.095,-11.927,1,0.0387,112.299,4,https://api.spotify.com/v1/tracks/1LDgec3kWVpg0TOQGIP7DV,audio_features,spotify:track:1LDgec3kWVpg0TOQGIP7DV,0.761,Anfaz,https://p.scdn.co/mp3-preview/e1e51e235aaed0193aaa77ddf5a42a6378ce4b6d?cid=f0ab2ded1b8a482188532d1f3441d07c,1LDgec3kWVpg0TOQGIP7DV
Abu,0.132,https://api.spotify.com/v1/audio-analysis/5WS1WU2Q3Gnz7B9Labq0fX,0.776,340328,0.867,5WS1WU2Q3Gnz7B9Labq0fX,5.11E-05,6,0.0212,-5.434,0,0.05,122.01,4,https://api.spotify.com/v1/tracks/5WS1WU2Q3Gnz7B9Labq0fX,audio_features,spotify:track:5WS1WU2Q3Gnz7B9Labq0fX,0.747,3 Daqat Rodge Official Remix,https://p.scdn.co/mp3-preview/019645e72a15913266521cbc9abec10cde608355?cid=f0ab2ded1b8a482188532d1f3441d07c,5WS1WU2Q3Gnz7B9Labq0fX
7ari,0.108,https://api.spotify.com/v1/audio-analysis/4ihktjAjr08cr3lyIuUMrM,0.848,160496,0.645,4ihktjAjr08cr3lyIuUMrM,0.00295,3,0.0978,-7.835,0,0.281,120.021,4,https://api.spotify.com/v1/tracks/4ihktjAjr08cr3lyIuUMrM,audio_features,spotify:track:4ihktjAjr08cr3lyIuUMrM,0.594,DFK,https://p.scdn.co/mp3-preview/958163e18a22823b96c5941952412d892c26bc35?cid=f0ab2ded1b8a482188532d1f3441d07c,4ihktjAjr08cr3lyIuUMrM
7ari,0.536,https://api.spotify.com/v1/audio-analysis/2iG5gbGLprxMcZyQ9Donws,0.386,164628,0.486,2iG5gbGLprxMcZyQ9Donws,0.000112,3,0.096,-8.59,0,0.0439,159.932,4,https://api.spotify.com/v1/tracks/2iG5gbGLprxMcZyQ9Donws,audio_features,spotify:track:2iG5gbGLprxMcZyQ9Donws,0.397,Moonlight,https://p.scdn.co/mp3-preview/90bed3b52593a267f5e7e1c6eda9cf11e06da207?cid=f0ab2ded1b8a482188532d1f3441d07c,2iG5gbGLprxMcZyQ9Donws
Abyusif,0.498,https://api.spotify.com/v1/audio-analysis/72zeiNBHpvn04jEEor9IHj,0.704,204756,0.629,72zeiNBHpvn04jEEor9IHj,0,1,0.105,-8.294,1,0.461,94.854,4,https://api.spotify.com/v1/tracks/72zeiNBHpvn04jEEor9IHj,audio_features,spotify:track:72zeiNBHpvn04jEEor9IHj,0.904,3azra2eel 2,https://p.scdn.co/mp3-preview/545150b95bce6379cbb2d654bf93dbbcd0167fd2?cid=f0ab2ded1b8a482188532d1f3441d07c,72zeiNBHpvn04jEEor9IHj
Tae Retro,0.00204,https://api.spotify.com/v1/audio-analysis/7Ast5BIKNCKugUy5W82w4M,0.408,122540,0.767,7Ast5BIKNCKugUy5W82w4M,0,1,0.217,-5.107,1,0.241,99.496,4,https://api.spotify.com/v1/tracks/7Ast5BIKNCKugUy5W82w4M,audio_features,spotify:track:7Ast5BIKNCKugUy5W82w4M,0.236,3am Freestyle,https://p.scdn.co/mp3-preview/43d20abf378f8e166d61f28cb4a09c27fada9d2e?cid=f0ab2ded1b8a482188532d1f3441d07c,7Ast5BIKNCKugUy5W82w4M
Afroto,0.256,https://api.spotify.com/v1/audio-analysis/05V7RavGedViEzzD4moNwK,0.873,177007,0.58,05V7RavGedViEzzD4moNwK,2.95E-06,11,0.269,-5.393,0,0.0651,120.011,4,https://api.spotify.com/v1/tracks/05V7RavGedViEzzD4moNwK,audio_features,spotify:track:05V7RavGedViEzzD4moNwK,0.452,DaY5a,https://p.scdn.co/mp3-preview/b95638d2ba27d1bbc286a76f20e195005771e170?cid=f0ab2ded1b8a482188532d1f3441d07c,05V7RavGedViEzzD4moNwK
7ari,0.244,https://api.spotify.com/v1/audio-analysis/0hoiMTtQLjjGgUXiNWi9Nl,0.746,118017,0.574,0hoiMTtQLjjGgUXiNWi9Nl,1.35E-06,1,0.114,-9.129,1,0.11,129.939,4,https://api.spotify.com/v1/tracks/0hoiMTtQLjjGgUXiNWi9Nl,audio_features,spotify:track:0hoiMTtQLjjGgUXiNWi9Nl,0.613,Intro,https://p.scdn.co/mp3-preview/0df2be5fe420f4fe967433a13604eb7b6780e820?cid=f0ab2ded1b8a482188532d1f3441d07c,0hoiMTtQLjjGgUXiNWi9Nl
3MA,0.943,https://api.spotify.com/v1/audio-analysis/2swqWxxSN0eXKR7N2bBPZ6,0.651,259893,0.362,2swqWxxSN0eXKR7N2bBPZ6,0.871,2,0.13,-11.586,0,0.0475,102.686,4,https://api.spotify.com/v1/tracks/2swqWxxSN0eXKR7N2bBPZ6,audio_features,spotify:track:2swqWxxSN0eXKR7N2bBPZ6,0.565,Anarouz,https://p.scdn.co/mp3-preview/457af9c89ac33ddff439155752b8b4d1bc7af75c?cid=f0ab2ded1b8a482188532d1f3441d07c,2swqWxxSN0eXKR7N2bBPZ6
Inkonnu,0.582,https://api.spotify.com/v1/audio-analysis/7lpDKDfOkSlse5fDZ1s37L,0.638,160814,0.475,7lpDKDfOkSlse5fDZ1s37L,0.000232,1,0.102,-9.96,1,0.126,171.993,4,https://api.spotify.com/v1/tracks/7lpDKDfOkSlse5fDZ1s37L,audio_features,spotify:track:7lpDKDfOkSlse5fDZ1s37L,0.239,3ala Toul,https://p.scdn.co/mp3-preview/b5d90442b607d667b741296c49ecf695b6172525?cid=f0ab2ded1b8a482188532d1f3441d07c,7lpDKDfOkSlse5fDZ1s37L
Afroto,0.123,https://api.spotify.com/v1/audio-analysis/7n7T7b4qEECMrFs0GvaG3x,0.547,193125,0.565,7n7T7b4qEECMrFs0GvaG3x,0,0,0.41,-10.404,1,0.439,96.241,3,https://api.spotify.com/v1/tracks/7n7T7b4qEECMrFs0GvaG3x,audio_features,spotify:track:7n7T7b4qEECMrFs0GvaG3x,0.525,HANFANTAZOOK,https://p.scdn.co/mp3-preview/3d47e4675400f7cef02353b83c74c6c1c6c707eb?cid=f0ab2ded1b8a482188532d1f3441d07c,7n7T7b4qEECMrFs0GvaG3x
Rabih Baroud,0.193,https://api.spotify.com/v1/audio-analysis/0ytxL01ma8qk2YY1KINSnp,0.798,203990,0.745,0ytxL01ma8qk2YY1KINSnp,1.62E-06,3,0.0514,-7.856,0,0.104,102.032,4,https://api.spotify.com/v1/tracks/0ytxL01ma8qk2YY1KINSnp,audio_features,spotify:track:0ytxL01ma8qk2YY1KINSnp,0.761,3A Faw2a,https://p.scdn.co/mp3-preview/f2caff885580eb1bf2af94fa68a8247fc6d86319?cid=f0ab2ded1b8a482188532d1f3441d07c,0ytxL01ma8qk2YY1KINSnp
ALXOW,0.76,https://api.spotify.com/v1/audio-analysis/0DhLvr1Pqiejm2nhRh6OGN,0.713,240147,0.319,0DhLvr1Pqiejm2nhRh6OGN,0.0108,5,0.141,-13.334,0,0.059,105.992,4,https://api.spotify.com/v1/tracks/0DhLvr1Pqiejm2nhRh6OGN,audio_features,spotify:track:0DhLvr1Pqiejm2nhRh6OGN,0.432,3abira,https://p.scdn.co/mp3-preview/366666fc7cdcf77d91feecea6c003132f03a768a?cid=f0ab2ded1b8a482188532d1f3441d07c,0DhLvr1Pqiejm2nhRh6OGN
